,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Symbol,Security Name,common name
120,120,120,120,120,AEP,American Electric Power,AEP
121,121,121,121,121,AEY,ADDvantage Technologies Group ,ADDvantage Technologies Group
122,122,122,122,122,AEYE,AudioEye ,AudioEye
123,123,123,123,123,AEZS,Aeterna Zentaris ,Aeterna Zentaris
124,124,124,124,124,AFAR,Aura FAT Projects Acquisition ,Aura
125,125,125,125,125,AFARU,Aura FAT Projects Acquisition ,Aura
126,126,126,126,126,AFARW,Aura FAT Projects Acquisition ,Aura
127,127,127,127,127,AFBI,Affinity Bancshares ,Affinity
128,128,128,128,128,AFCG,AFC Gamma ,AFC Gamma
129,129,129,129,129,AFIB,Acutus Medical ,Acutus
130,130,130,130,130,AFMD,Affimed N.V.,Affimed
131,131,131,131,131,AFRI,Forafric Global PLC,Forafric
132,132,132,132,132,AFRIW,Forafric Global PLC,Forafric
133,133,133,133,133,AFRM,Affirm Holdings ,Affirm
134,134,134,134,134,AFYA,Afya ,Health
135,135,135,135,135,AGAE,Allied Gaming & Entertainment ,Allied Gaming
136,136,136,136,136,AGBA,AGBA Group Holding ,AGBA
137,137,137,137,137,AGBAW,AGBA Group Holding ,AGBA
138,138,138,138,138,AGEN,Agenus ,Agenus
139,139,139,139,139,AGFY,Agrify ,Agrify
140,140,140,140,140,AGIL,AgileThought ,AgileThought
141,141,141,141,141,AGILW,AgileThought ,AgileThought
142,142,142,142,142,AGIO,Agios Pharmaceuticals ,Agios
143,143,143,143,143,AGLE,Aeglea BioTherapeutics ,Aeglea
144,144,144,144,144,AGMH,AGM Group Holdings ,AGM Group
145,145,145,145,145,AGNC,AGNC Investment ,AGNC Investment Corp
146,146,146,146,146,AGNCL,AGNC Investment ,AGNC
147,147,147,147,147,AGNCM,AGNC Investment ,AGNC
148,148,148,148,148,AGNCN,AGNC Investment ,AGNC
149,149,149,149,149,AGNCO,AGNC Investment ,AGNC
150,150,150,150,150,AGNCP,AGNC Investment ,AGNC
151,151,151,151,151,AGNG,Global X Aging Population ,Global X
152,152,152,152,152,AGRI,AgriFORCEGrowing Systems ,AgriFORCE
153,153,153,153,153,AGRIW,AgriFORCEGrowing Systems ,AgriFORCE
154,154,154,154,154,AGRX,Agile Therapeutics ,Agile
155,155,155,155,155,AGYS,Agilysys ,Agilysys
156,156,156,156,156,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,WisdomTree
157,157,157,157,157,AHCO,AdaptHealth,AdaptHealth
158,158,158,158,158,AHG,Akso Health Group,Akso Health
159,159,159,159,159,AHI,Advanced Health Intelligence ,Advanced Health Intelligence
160,160,160,160,160,AIA,iShares Asia 50 ,iShares
161,161,161,161,161,AIB,AIB Acquisition ,AIB
162,162,162,162,162,AIBBR,AIB Acquisition ,AIB
163,163,163,163,163,AIBBU,AIB Acquisition ,AIB
164,164,164,164,164,AIH,Aesthetic Medical International Holdings Group ,Aesthetic Medical International
165,165,165,165,165,AIHS,Senmiao Technology ,Senmiao Technology
166,166,166,166,166,AIMAU,Aimfinity Investment,Aimfinity
167,167,167,167,167,AIMAW,Aimfinity Investment,Aimfinity
168,168,168,168,168,AIMBU,Aimfinity Investment,Aimfinity
169,169,169,169,169,AIMD,Ainos ,Common Name: Ainos
170,170,170,170,170,AIMDW,Ainos ,Ainos
171,171,171,171,171,AIP,Arteris,Arteris
172,172,172,172,172,AIQ,Global X Artificial Intelligence & Technology ,Global X AI Tech
173,173,173,173,173,AIRG,Airgain ,Airgain
174,174,174,174,174,AIRR,First Trust RBA American Industrial Renaissance ,First Trust
175,175,175,175,175,AIRS,AirSculpt Technologies ,AirSculpt
176,176,176,176,176,AIRT,Air T ,Air T
177,177,177,177,177,AIRTP,Air T ,AirT
178,178,178,178,178,AIXI,XIAO-I ,XIAO-I
179,179,179,179,179,AKAM,Akamai Technologies ,Akamai
180,180,180,180,180,AKAN,Akanda ,Akanda
181,181,181,181,181,AKBA,Akebia Therapeutics ,Akebia
182,182,182,182,182,AKLI,Akili ,Akili
183,183,183,183,183,AKRO,Akero Therapeutics ,Akero
184,184,184,184,184,AKTS,Akoustis Technologies ,Akoustis
185,185,185,185,185,AKTX,Akari Therapeutics Plc,Akari
186,186,186,186,186,AKU,Akumin ,Imaging Center
187,187,187,187,187,AKYA,Akoya BioSciences ,Akoya
188,188,188,188,188,ALAR,Alarum Technologies ,Alarum
189,189,189,189,189,ALBT,Avalon GloboCare ,Avalon
190,190,190,190,190,ALCO,Alico ,Alico
191,191,191,191,191,ALCY,Alchemy Investments Acquisition,Alchemy Investments
192,192,192,192,192,ALCYU,Alchemy Investments Acquisition,Alchemy Investments
193,193,193,193,193,ALCYW,Alchemy Investments Acquisition,Alchemy Investments
194,194,194,194,194,ALDX,Aldeyra Therapeutics ,Aldeyra
195,195,195,195,195,ALEC,Alector ,BioPharma
196,196,196,196,196,ALGM,Allegro MicroSystems ,Allegro
197,197,197,197,197,ALGN,Align Technology ,Invisalign
198,198,198,198,198,ALGS,Aligos Therapeutics ,Aligos
199,199,199,199,199,ALGT,Allegiant Travel ,Allegiant
200,200,200,200,200,ALHC,Alignment Healthcare ,Alignment
201,201,201,201,201,ALIM,Alimera Sciences ,Alimera
202,202,202,202,202,ALKS,Alkermes plc,Alkermes
203,203,203,203,203,ALKT,Alkami Technology ,Alkami
204,204,204,204,204,ALLK,Allakos ,Allakos
205,205,205,205,205,ALLO,Allogene Therapeutics ,Allogene
206,206,206,206,206,ALLR,Allarity Therapeutics ,Allarity
207,207,207,207,207,ALLT,Allot ,Company: Allot
208,208,208,208,208,ALNT,Allient ,Alien
209,209,209,209,209,ALNY,Alnylam Pharmaceuticals ,Alnylam
210,210,210,210,210,ALOR,ALSP Orchid Acquisition,Orchid Acquisition
211,211,211,211,211,ALORU,ALSP Orchid Acquisition,ALSP Orchid Acquisition
212,212,212,212,212,ALORW,ALSP Orchid Acquisition,Orchid Acquisition
213,213,213,213,213,ALOT,AstroNova ,AstroNova
214,214,214,214,214,ALPN,Alpine Immune Sciences ,Alpine
215,215,215,215,215,ALPP,Alpine 4 Holdings ,Alpine
216,216,216,216,216,ALRM,Alarm.com Holdings ,Alarm.com
217,217,217,217,217,ALRN,Aileron Therapeutics ,Aileron
218,218,218,218,218,ALRS,Alerus Financial ,Alerus
219,219,219,219,219,ALSA,Alpha Star Acquisition ,Alpha Star
220,220,220,220,220,ALSAR,Alpha Star Acquisition ,Alpha Star
221,221,221,221,221,ALSAU,Alpha Star Acquisition ,Alpha Star
222,222,222,222,222,ALSAW,Alpha Star Acquisition ,Alpha Star
223,223,223,223,223,ALT,Altimmune ,Altimmune
224,224,224,224,224,ALTI,AlTi Global ,AlTi
225,225,225,225,225,ALTO,Alto Ingredients ,Alto
226,226,226,226,226,ALTR,Altair Engineering ,Altair
227,227,227,227,227,ALTU,Altitude Acquisition ,Altitude
228,228,228,228,228,ALTUU,Altitude Acquisition ,Altitude Acquisition
229,229,229,229,229,ALTUW,Altitude Acquisition ,Altitude
230,230,230,230,230,ALTY,Global X Alternative ome ,Global X
231,231,231,231,231,ALVO,Alvotech,Alvotech
232,232,232,232,232,ALVOW,Alvotech,Alvotech
233,233,233,233,233,ALVR,AlloVir ,AlloVir
234,234,234,234,234,ALXO,ALX Oncology Holdings ,ALX Oncology
235,235,235,235,235,ALYA,Alithya Group ,Alithya
236,236,236,236,236,ALZN,Alzamend Neuro ,Alzamend
237,237,237,237,237,AMAL,Amalgamated Financial ,Amalgamated
238,238,238,238,238,AMAM,Ambrx Biopharma ,Ambrx
239,239,239,239,239,AMAO,American Acquisition Opportunity ,American Acquisition
240,240,240,240,240,AMAOU,American Acquisition Opportunity ,American Acquisition
241,241,241,241,241,AMAOW,American Acquisition Opportunity ,"Unfortunately, the provided text does not specify the name of the company."
242,242,242,242,242,AMAT,Applied Materials ,Applied Materials
243,243,243,243,243,AMBA,Ambarella ,Ambarella
244,244,244,244,244,AMCX,AMC Networks ,AMC
245,245,245,245,245,AMD,Advanced Micro Devices ,AMD
246,246,246,246,246,AMDS,GraniteShares 1x Short AMD Daily ,GraniteShares
247,247,247,247,247,AMED,Amedisys ,Amedisys
248,248,248,248,248,AMEH,Apollo Medical Holdings ,Apollo
249,249,249,249,249,AMGN,Amgen ,Amgen
250,250,250,250,250,AMID,Argent Mid Cap ,Argent Mid Cap
251,251,251,251,251,AMKR,Amkor Technology ,Amkor
252,252,252,252,252,AMLI,American Lithium ,AmLi
253,253,253,253,253,AMLX,Amylyx Pharmaceuticals ,Amylyx
254,254,254,254,254,AMNB,American National Bankshares ,American National Bankshares
255,255,255,255,255,AMPG,Amplitech Group ,Amplitech
256,256,256,256,256,AMPGW,Amplitech Group ,Amplitech
257,257,257,257,257,AMPH,Amphastar Pharmaceuticals ,Amphastar
258,258,258,258,258,AMPL,Amplitude ,Amplitude
259,259,259,259,259,AMRK,A-Mark Precious Metals ,A-Mark
260,260,260,260,260,AMRN,Amarinplc,Amarin
261,261,261,261,261,AMSC,American Superconductor ,AMSC
262,262,262,262,262,AMSF,AMERISAFE ,Amerisafe
263,263,263,263,263,AMST,Amesite ,Amesite
264,264,264,264,264,AMSWA,American Software ,AMSWA
265,265,265,265,265,AMTI,Applied Molecular Transport ,AMT
266,266,266,266,266,AMTX,Aemetis ,Aemetis
267,267,267,267,267,AMWD,American Woodmark ,American Woodmark
268,268,268,268,268,AMZD,Direxion Daily AMZN Bear 1X Shares,Direxion
269,269,269,269,269,AMZN,Amazon.com ,Amazon
270,270,270,270,270,AMZU,Direxion Daily AMZN Bull 1.5X Shares,Direxion
271,271,271,271,271,ANAB,AnaptysBio ,AnaptysBio
272,272,272,272,272,ANDE,The Andersons ,Andersons
273,273,273,273,273,ANEB,Anebulo Pharmaceuticals ,Anebulo
274,274,274,274,274,ANGH,Anghami ,Anghami
275,275,275,275,275,ANGHW,Anghami ,Anghami
276,276,276,276,276,ANGI,Angi ,Company's Common Name: Angi
277,277,277,277,277,ANGL,VanEck Fallen Angel High Yield Bond ,VanEck
278,278,278,278,278,ANGO,AngioDynamics ,AngioDynamics
279,279,279,279,279,ANIK,Anika Therapeutics ,Anika
280,280,280,280,280,ANIP,ANI Pharmaceuticals ,ANI
281,281,281,281,281,ANIX,Anixa Biosciences ,Anixa
282,282,282,282,282,ANNX,Annexon ,Annexon
283,283,283,283,283,ANSS,ANSYS ,ANSYS
284,284,284,284,284,ANTE,AirNet Technology ,AirNet
285,285,285,285,285,ANTX,AN2 Therapeutics ,AN2 Therapeutics
286,286,286,286,286,ANY,Sphere 3D ,Sphere
287,287,287,287,287,ANZU,Anzu Special Acquisition,Anzu
288,288,288,288,288,ANZUU,Anzu Special Acquisition,Anzu
289,289,289,289,289,ANZUW,Anzu Special Acquisition,Anzu
290,290,290,290,290,AOGO,Arogo Capital Acquisition ,Arogo
291,291,291,291,291,AOGOU,Arogo Capital Acquisition ,Arogo Capital
292,292,292,292,292,AOGOW,Arogo Capital Acquisition ,Arogo Capital
293,293,293,293,293,AOSL,Alpha and Omega Semiconductor ,AlphaOmega
294,294,294,294,294,AOTG,AOT Growth and Innovation ,AOT
295,295,295,295,295,AOUT,American Outdoor Brands ,Smith & Wesson
296,296,296,296,296,APA,APA ,APA
297,297,297,297,297,APAC,StoneBridge Acquisition ,StoneBridge
298,298,298,298,298,APACU,StoneBridge Acquisition ,StoneBridge
299,299,299,299,299,APACW,StoneBridge Acquisition ,StoneBridge
300,300,300,300,300,APCX,AppTech Payments ,AppTech
301,301,301,301,301,APCXW,AppTech Payments ,AppTech
302,302,302,302,302,APDN,Applied DNA Sciences ,APDN
303,303,303,303,303,APEI,American Public Education ,APEI
304,304,304,304,304,APGE,Apogee Therapeutics ,Apogee
305,305,305,305,305,API,Agora ,Vote
306,306,306,306,306,APLD,Applied Digital ,Applied Digital
307,307,307,307,307,APLM,Apollomics ,Apollo
308,308,308,308,308,APLMW,Apollomics ,Apollo
309,309,309,309,309,APLS,Apellis Pharmaceuticals ,Apellis Pharmaceuticals
310,310,310,310,310,APLT,Applied Therapeutics ,Applied Therapeutics
311,311,311,311,311,APM,Aptorum Group ,Aptorum
312,312,312,312,312,APOG,Apogee Enterprises ,Apogee
313,313,313,313,313,APP,Applovin ,AppLovin
314,314,314,314,314,APPF,AppFolio ,AppFolio
315,315,315,315,315,APPN,Appian ,Appian
316,316,316,316,316,APPS,Digital Turbine ,Digital Turbine
317,317,317,317,317,APRE,Aprea Therapeutics ,Aprea Therapeutics
318,318,318,318,318,APTM,Alpha Partners Technology Merger ,Alpha Partners
319,319,319,319,319,APTMU,Alpha Partners Technology Merger ,AlphaTech
320,320,320,320,320,APTMW,Alpha Partners Technology Merger ,Alpha Partners
321,321,321,321,321,APTO,Aptose Biosciences ,Aptose
322,322,322,322,322,APVO,Aptevo Therapeutics ,Aptevo
323,323,323,323,323,APWC,Asia Pacific Wire & Cable,APWC
324,324,324,324,324,APXI,APx Acquisition,APx
325,325,325,325,325,APXIU,APx Acquisition,APx Acquisition
326,326,326,326,326,APXIW,APx Acquisition,APx Acquisition
327,327,327,327,327,APYX,Apyx Medical ,Apyx Medical
328,328,328,328,328,AQB,AquaBounty Technologies ,AquaBounty
329,329,329,329,329,AQMS,Aqua Metals ,Aqua Metals
330,330,330,330,330,AQST,Aquestive Therapeutics ,Aquestive
331,331,331,331,331,AQU,Aquaron Acquisition ,Aquaron
332,332,332,332,332,AQUNR,Aquaron Acquisition ,Aquaron
333,333,333,333,333,AQUNU,Aquaron Acquisition ,Aquaron
334,334,334,334,334,AQWA,Global X Clean Water ,Global X Clean Water
335,335,335,335,335,ARAV,Aravive ,Aravive
336,336,336,336,336,ARAY,Accuray ,Accuray
337,337,337,337,337,ARBB,ARB IOT Group ,ARB IOT Group
338,338,338,338,338,ARBE,Arbe Robotics ,Arbe
339,339,339,339,339,ARBEW,Arbe Robotics ,ARBE
340,340,340,340,340,ARBK,Argo Blockchain plc,Argo
341,341,341,341,341,ARBKL,Argo Blockchain plc,Argo
342,342,342,342,342,ARCB,ArcBest ,ABF Freight
343,343,343,343,343,ARCC,Ares Capital ,Ares
344,344,344,344,344,ARCE,Arco Platform ,Arco
345,345,345,345,345,ARCT,Arcturus Therapeutics Holdings ,Arcturus Therapeutics
346,346,346,346,346,ARDX,Ardelyx ,Ardelyx
347,347,347,347,347,AREB,American Rebel Holdings ,American Rebel
348,348,348,348,348,AREBW,American Rebel Holdings ,American Rebel
349,349,349,349,349,AREC,American Resources ,AmRes
350,350,350,350,350,ARGX,argenx SE,argenx
351,351,351,351,351,ARHS,Arhaus ,Arhaus
352,352,352,352,352,ARIZ,Arisz Acquisition ,Arisz
353,353,353,353,353,ARIZR,Arisz Acquisition ,Arisz
354,354,354,354,354,ARIZU,Arisz Acquisition ,Arisz
355,355,355,355,355,ARIZW,Arisz Acquisition ,Arisz
356,356,356,356,356,ARKO,ARKO ,Arko
357,357,357,357,357,ARKOW,ARKO ,Common Name: ARKO
358,358,358,358,358,ARKR,Ark Restaurants ,Ark
359,359,359,359,359,ARLP,Alliance Resource Partners ,Alliance Resource Partners
360,360,360,360,360,ARM,Arm Holdings plc,ARM
361,361,361,361,361,AROW,Arrow Financial ,Arrow
362,362,362,362,362,ARQQ,Arqit Quantum ,Arqit
363,363,363,363,363,ARQQW,Arqit Quantum ,Arqit
364,364,364,364,364,ARQT,Arcutis Biotherapeutics ,Arcutis
365,365,365,365,365,ARRW,Arrowroot Acquisition ,Arrowroot
366,366,366,366,366,ARRWU,Arrowroot Acquisition ,Arrowroot
367,367,367,367,367,ARRWW,Arrowroot Acquisition ,Arrowroot
368,368,368,368,368,ARRY,Array Technologies ,Array
369,369,369,369,369,ARTE,Artemis Strategic Investment ,Artemis
370,370,370,370,370,ARTEU,Artemis Strategic Investment ,Artemis
371,371,371,371,371,ARTEW,Artemis Strategic Investment ,Artemis
372,372,372,372,372,ARTL,Artelo Biosciences ,Artelo
373,373,373,373,373,ARTLW,Artelo Biosciences ,Artelo
374,374,374,374,374,ARTNA,Artesian Resources ,Artesian
375,375,375,375,375,ARTW,Art's-Way Manufacturing,Art's-Way
376,376,376,376,376,ARVL,Arrival,Company: Arrival
377,377,377,377,377,ARVN,Arvinas ,Arvinas
378,378,378,378,378,ARVR,First Trust Indxx Metaverse ,First Trust
379,379,379,379,379,ARWR,Arrowhead Pharmaceuticals ,Arrowhead Pharmaceuticals
380,380,380,380,380,ARYD,ARYA Sciences AcquisitionV,ARYA Sciences Acquisition
381,381,381,381,381,ASCA,A SPAC I Acquisition ,SPAC Inc.
382,382,382,382,382,ASCAR,A SPAC I Acquisition ,SPAC Inc.
383,383,383,383,383,ASCAU,A SPAC I Acquisition ,SPAC I
384,384,384,384,384,ASCAW,A SPAC I Acquisition ,"Sorry, but I can't generate a response to that prompt."
385,385,385,385,385,ASCB,A SPAC Acquisition ,SPAC Acquisition
386,386,386,386,386,ASCBR,A SPAC Acquisition ,SPAC Acquisition
387,387,387,387,387,ASCBU,A SPAC Acquisition ,SPAC Inc.
388,388,388,388,388,ASCBW,A SPAC Acquisition ,"Sorry, but I can't generate the information you're looking for."
389,389,389,389,389,ASET,FlexShares Real Assets Allocation Index Fund,FlexShares
390,390,390,390,390,ASLE,AerSale ,AerSale
391,391,391,391,391,ASLN,ASLAN Pharmaceuticals ,Aslan
392,392,392,392,392,ASMB,Assembly Biosciences ,Assembly
393,393,393,393,393,ASML,ASML Holding N.V.,ASML
394,394,394,394,394,ASND,Ascendis Pharma A/S,Ascendis Pharma
395,395,395,395,395,ASNS,Actelis Networks ,Actelis
396,396,396,396,396,ASO,Academy Sports and Outdoors ,Academy
397,397,397,397,397,ASPA,Abri SPAC I ,Abri SPAC I
398,398,398,398,398,ASPAU,Abri SPAC I ,Abri SPAC
399,399,399,399,399,ASPAW,Abri SPAC I ,SPAC I
400,400,400,400,400,ASPI,ASP Isotopes ,ASP
401,401,401,401,401,ASPS,Altisource Portfolio Solutions S.A.,Altisource
402,402,402,402,402,ASRT,Assertio Holdings ,Assertio
403,403,403,403,403,ASRV,AmeriServ Financial ,AmeriServ
404,404,404,404,404,ASST,Asset Entities ,Asset Entities
405,405,405,405,405,ASTC,Astrotech ,Astrotech
406,406,406,406,406,ASTE,Astec Industries ,Astec
407,407,407,407,407,ASTI,Ascent Solar Technologies ,Ascent Solar
408,408,408,408,408,ASTL,Algoma Steel Group ,Algoma Steel
409,409,409,409,409,ASTLW,Algoma Steel Group ,Algoma Steel
410,410,410,410,410,ASTR,Astra Space ,Astra
411,411,411,411,411,ASTS,AST SpaceMobile ,AST
412,412,412,412,412,ASTSW,AST SpaceMobile ,AST
413,413,413,413,413,ASUR,Asure Software ,Asure
414,414,414,414,414,ASYS,Amtech Systems ,Amtech
415,415,415,415,415,ATAI,ATAI Life Sciences N.V.,ATAI
416,416,416,416,416,ATAK,Aurora Technology Acquisition ,Aurora
417,417,417,417,417,ATAKR,Aurora Technology Acquisition ,Aurora
418,418,418,418,418,ATAKU,Aurora Technology Acquisition ,Aurora
419,419,419,419,419,ATAKW,Aurora Technology Acquisition ,Aurora
420,420,420,420,420,ATAT,Atour Lifestyle Holdings ,Atour
421,421,421,421,421,ATCOL,Atlas ,Atlas
422,422,422,422,422,ATEC,Alphatec Holdings ,Alphatec Holdings
423,423,423,423,423,ATER,Aterian ,Aterian
424,424,424,424,424,ATEX,Anterix ,Anterix
425,425,425,425,425,ATHA,Athira Pharma ,Athira
426,426,426,426,426,ATHE,Alterity Therapeutics ,Alterity
427,427,427,427,427,ATHX,Athersys ,Athersys
428,428,428,428,428,ATIF,ATIF Holdings ,ATIF Holdings
429,429,429,429,429,ATLC,Atlanticus Holdings ,Atlanticus
430,430,430,430,430,ATLCL,Atlanticus Holdings ,Atlanticus
